DIA_TRANSPORTE,"AMBA","MOTIVO_ATSF","GENERO","TIPO_TRANSPORTE",CANT_TRJ,"DATO_PRELIMINAR"
2024-07-14,"NO","PROGRESAR","F","LANCHA",7,"NO"
2024-07-14,"NO","PROGRESAR","F","SUBTE",0,"NO"
2024-07-14,"NO","PROGRESAR","F","TOTAL",8164,"NO"
2024-07-14,"NO","PROGRESAR","F","TREN",0,"NO"
2024-07-14,"NO","PROGRESAR","M","COLECTIVO",4273,"NO"
2024-07-14,"NO","PROGRESAR","M","LANCHA",2,"NO"
2024-07-14,"NO","PROGRESAR","M","SUBTE",0,"NO"
2024-07-14,"NO","PROGRESAR","M","TOTAL",4275,"NO"
2024-07-14,"NO","PROGRESAR","M","TREN",0,"NO"
2024-07-14,"NO","PROGRESAR","X","COLECTIVO",1,"NO"
2024-07-14,"NO","PROGRESAR","X","LANCHA",0,"NO"
2024-07-14,"NO","PROGRESAR","X","SUBTE",0,"NO"
2024-07-14,"NO","PROGRESAR","X","TOTAL",1,"NO"
2024-07-14,"NO","PROGRESAR","X","TREN",0,"NO"
2024-07-14,"SI",,,"COLECTIVO",115685,"NO"
2024-07-14,"SI",,,"LANCHA",0,"NO"
2024-07-14,"SI",,,"SUBTE",20334,"NO"
2024-07-14,"SI",,,"TOTAL",132656,"NO"
2024-07-14,"SI",,,"TREN",12228,"NO"
2024-07-14,"SI",,"F","COLECTIVO",374169,"NO"
2024-07-14,"SI",,"F","LANCHA",0,"NO"
2024-07-14,"SI",,"F","SUBTE",43683,"NO"
2024-07-14,"SI",,"F","TOTAL",404008,"NO"
2024-07-14,"SI",,"F","TREN",44735,"NO"
2024-07-14,"SI",,"M","COLECTIVO",376264,"NO"
2024-07-14,"SI",,"M","LANCHA",0,"NO"
2024-07-14,"SI",,"M","SUBTE",43312,"NO"
2024-07-14,"SI",,"M","TOTAL",405374,"NO"
2024-07-14,"SI",,"M","TREN",48439,"NO"
2024-07-14,"SI",,"X","COLECTIVO",47,"NO"
2024-07-14,"SI",,"X","LANCHA",0,"NO"
2024-07-14,"SI",,"X","SUBTE",16,"NO"
2024-07-14,"SI",,"X","TOTAL",58,"NO"
2024-07-14,"SI",,"X","TREN",6,"NO"
2024-07-14,"SI","AUH","F","COLECTIVO",110444,"NO"
2024-07-14,"SI","AUH","F","LANCHA",0,"NO"
2024-07-14,"SI","AUH","F","SUBTE",3386,"NO"
2024-07-14,"SI","AUH","F","TOTAL",112549,"NO"
2024-07-14,"SI","AUH","F","TREN",9541,"NO"
2024-07-14,"SI","AUH","M","COLECTIVO",3703,"NO"
2024-07-14,"SI","AUH","M","LANCHA",0,"NO"
2024-07-14,"SI","AUH","M","SUBTE",140,"NO"
2024-07-14,"SI","AUH","M","TOTAL",3789,"NO"
2024-07-14,"SI","AUH","M","TREN",364,"NO"
2024-07-14,"SI","AUH","X","COLECTIVO",1,"NO"
2024-07-14,"SI","AUH","X","LANCHA",0,"NO"
2024-07-14,"SI","AUH","X","SUBTE",0,"NO"
2024-07-14,"SI","AUH","X","TOTAL",1,"NO"
2024-07-14,"SI","AUH","X","TREN",0,"NO"
2024-07-14,"SI","JUBILACION","F","COLECTIVO",106866,"NO"
2024-07-14,"SI","JUBILACION","F","LANCHA",0,"NO"
2024-07-14,"SI","JUBILACION","F","SUBTE",6047,"NO"
2024-07-14,"SI","JUBILACION","F","TOTAL",110766,"NO"
2024-07-14,"SI","JUBILACION","F","TREN",8088,"NO"
2024-07-14,"SI","JUBILACION","M","COLECTIVO",47927,"NO"
2024-07-14,"SI","JUBILACION","M","LANCHA",0,"NO"
2024-07-14,"SI","JUBILACION","M","SUBTE",2746,"NO"
2024-07-14,"SI","JUBILACION","M","TOTAL",49749,"NO"
2024-07-14,"SI","JUBILACION","M","TREN",3854,"NO"
2024-07-14,"SI","JUBILACION","X","COLECTIVO",1,"NO"
2024-07-14,"SI","JUBILACION","X","LANCHA",0,"NO"
2024-07-14,"SI","JUBILACION","X","SUBTE",1,"NO"
2024-07-14,"SI","JUBILACION","X","TOTAL",2,"NO"
2024-07-14,"SI","JUBILACION","X","TREN",0,"NO"
2024-07-14,"SI","MONOTRIBUTO SOCIAL","F","COLECTIVO",25201,"NO"
2024-07-14,"SI","MONOTRIBUTO SOCIAL","F","LANCHA",0,"NO"
2024-07-14,"SI","MONOTRIBUTO SOCIAL","F","SUBTE",1205,"NO"
2024-07-14,"SI","MONOTRIBUTO SOCIAL","F","TOTAL",25807,"NO"
2024-07-14,"SI","MONOTRIBUTO SOCIAL","F","TREN",2582,"NO"
2024-07-14,"SI","MONOTRIBUTO SOCIAL","M","COLECTIVO",16822,"NO"
2024-07-14,"SI","MONOTRIBUTO SOCIAL","M","LANCHA",0,"NO"
2024-07-14,"SI","MONOTRIBUTO SOCIAL","M","SUBTE",867,"NO"
2024-07-14,"SI","MONOTRIBUTO SOCIAL","M","TOTAL",17308,"NO"
2024-07-14,"SI","MONOTRIBUTO SOCIAL","M","TREN",1768,"NO"
2024-07-14,"SI","OTRO","F","COLECTIVO",16937,"NO"
2024-07-14,"SI","OTRO","F","LANCHA",0,"NO"
2024-07-14,"SI","OTRO","F","SUBTE",789,"NO"
2024-07-14,"SI","OTRO","F","TOTAL",17374,"NO"
2024-07-14,"SI","OTRO","F","TREN",1625,"NO"
2024-07-14,"SI","OTRO","M","COLECTIVO",13090,"NO"
2024-07-14,"SI","OTRO","M","LANCHA",0,"NO"
2024-07-14,"SI","OTRO","M","SUBTE",622,"NO"
2024-07-14,"SI","OTRO","M","TOTAL",13430,"NO"
2024-07-14,"SI","OTRO","M","TREN",1257,"NO"
2024-07-14,"SI","OTRO","X","COLECTIVO",2,"NO"
2024-07-14,"SI","OTRO","X","LANCHA",0,"NO"
2024-07-14,"SI","OTRO","X","SUBTE",0,"NO"
2024-07-14,"SI","OTRO","X","TOTAL",2,"NO"
2024-07-14,"SI","OTRO","X","TREN",1,"NO"
2024-07-14,"SI","PENSION","F","COLECTIVO",35375,"NO"
2024-07-14,"SI","PENSION","F","LANCHA",0,"NO"
2024-07-14,"SI","PENSION","F","SUBTE",1465,"NO"
2024-07-14,"SI","PENSION","F","TOTAL",36236,"NO"
2024-07-14,"SI","PENSION","F","TREN",3380,"NO"
2024-07-14,"SI","PENSION","M","COLECTIVO",17829,"NO"
2024-07-14,"SI","PENSION","M","LANCHA",0,"NO"
2024-07-14,"SI","PENSION","M","SUBTE",765,"NO"
2024-07-14,"SI","PENSION","M","TOTAL",18362,"NO"
2024-07-14,"SI","PENSION","M","TREN",1706,"NO"
2024-07-14,"SI","PENSION","X","COLECTIVO",2,"NO"
2024-07-14,"SI","PENSION","X","LANCHA",0,"NO"
2024-07-14,"SI","PENSION","X","SUBTE",0,"NO"
2024-07-14,"SI","PENSION","X","TOTAL",2,"NO"
2024-07-14,"SI","PENSION","X","TREN",0,"NO"
2024-07-14,"SI","PERSONAL DEL TRABAJO DOMÉSTICO","F","COLECTIVO",36879,"NO"
2024-07-14,"SI","PERSONAL DEL TRABAJO DOMÉSTICO","F","LANCHA",0,"NO"
2024-07-14,"SI","PERSONAL DEL TRABAJO DOMÉSTICO","F","SUBTE",1927,"NO"
2024-07-14,"SI","PERSONAL DEL TRABAJO DOMÉSTICO","F","TOTAL",37982,"NO"
2024-07-14,"SI","PERSONAL DEL TRABAJO DOMÉSTICO","F","TREN",4436,"NO"
2024-07-14,"SI","PERSONAL DEL TRABAJO DOMÉSTICO","M","COLECTIVO",490,"NO"
2024-07-14,"SI","PERSONAL DEL TRABAJO DOMÉSTICO","M","LANCHA",0,"NO"
2024-07-14,"SI","PERSONAL DEL TRABAJO DOMÉSTICO","M","SUBTE",42,"NO"
2024-07-14,"SI","PERSONAL DEL TRABAJO DOMÉSTICO","M","TOTAL",518,"NO"
2024-07-14,"SI","PERSONAL DEL TRABAJO DOMÉSTICO","M","TREN",74,"NO"
2024-07-14,"SI","PERSONAL DEL TRABAJO DOMÉSTICO","X","COLECTIVO",1,"NO"
2024-07-14,"SI","PERSONAL DEL TRABAJO DOMÉSTICO","X","LANCHA",0,"NO"
2024-07-14,"SI","PERSONAL DEL TRABAJO DOMÉSTICO","X","SUBTE",1,"NO"
2024-07-14,"SI","PERSONAL DEL TRABAJO DOMÉSTICO","X","TOTAL",1,"NO"
2024-07-14,"SI","PERSONAL DEL TRABAJO DOMÉSTICO","X","TREN",1,"NO"
2024-07-14,"SI","PROGRESAR","F","COLECTIVO",20840,"NO"
2024-07-14,"SI","PROGRESAR","F","LANCHA",0,"NO"
2024-07-14,"SI","PROGRESAR","F","SUBTE",1252,"NO"
2024-07-14,"SI","PROGRESAR","F","TOTAL",21559,"NO"
2024-07-14,"SI","PROGRESAR","F","TREN",2443,"NO"
2024-07-14,"SI","PROGRESAR","M","COLECTIVO",9521,"NO"
2024-07-14,"SI","PROGRESAR","M","LANCHA",0,"NO"
2024-07-14,"SI","PROGRESAR","M","SUBTE",589,"NO"
2024-07-14,"SI","PROGRESAR","M","TOTAL",9862,"NO"
2024-07-14,"SI","PROGRESAR","M","TREN",1118,"NO"
2024-07-14,"SI","PROGRESAR","X","COLECTIVO",2,"NO"
2024-07-14,"SI","PROGRESAR","X","LANCHA",0,"NO"
2024-07-14,"SI","PROGRESAR","X","SUBTE",0,"NO"
2024-07-14,"SI","PROGRESAR","X","TOTAL",2,"NO"
2024-07-14,"SI","PROGRESAR","X","TREN",0,"NO"
2024-07-15,"NO",,,"COLECTIVO",139972,"NO"
2024-07-15,"NO",,,"LANCHA",36,"NO"
2024-07-15,"NO",,,"SUBTE",0,"NO"
2024-07-15,"NO",,,"TOTAL",140060,"NO"
2024-07-15,"NO",,,"TREN",99,"NO"
2024-07-15,"NO",,"F","COLECTIVO",215580,"NO"
2024-07-15,"NO",,"F","LANCHA",365,"NO"
2024-07-15,"NO",,"F","SUBTE",0,"NO"
2024-07-15,"NO",,"F","TOTAL",216027,"NO"
2024-07-15,"NO",,"F","TREN",139,"NO"
2024-07-15,"NO",,"M","COLECTIVO",147785,"NO"
2024-07-15,"NO",,"M","LANCHA",391,"NO"
2024-07-15,"NO",,"M","SUBTE",0,"NO"
2024-07-15,"NO",,"M","TOTAL",148236,"NO"
2024-07-15,"NO",,"M","TREN",127,"NO"
2024-07-15,"NO",,"X","COLECTIVO",25,"NO"
2024-07-15,"NO",,"X","LANCHA",0,"NO"
2024-07-15,"NO",,"X","SUBTE",0,"NO"
2024-07-15,"NO",,"X","TOTAL",25,"NO"
2024-07-15,"NO",,"X","TREN",0,"NO"
2024-07-15,"NO","AUH","F","COLECTIVO",75037,"NO"
2024-07-15,"NO","AUH","F","LANCHA",97,"NO"
2024-07-15,"NO","AUH","F","SUBTE",0,"NO"
2024-07-15,"NO","AUH","F","TOTAL",75137,"NO"
2024-07-15,"NO","AUH","F","TREN",13,"NO"
2024-07-15,"NO","AUH","M","COLECTIVO",1554,"NO"
2024-07-15,"NO","AUH","M","LANCHA",4,"NO"
2024-07-15,"NO","AUH","M","SUBTE",0,"NO"
2024-07-15,"NO","AUH","M","TOTAL",1559,"NO"
2024-07-15,"NO","AUH","M","TREN",2,"NO"
2024-07-15,"NO","JUBILACION","F","COLECTIVO",107085,"NO"
2024-07-15,"NO","JUBILACION","F","LANCHA",66,"NO"
2024-07-15,"NO","JUBILACION","F","SUBTE",0,"NO"
2024-07-15,"NO","JUBILACION","F","TOTAL",107171,"NO"
2024-07-15,"NO","JUBILACION","F","TREN",33,"NO"
2024-07-15,"NO","JUBILACION","M","COLECTIVO",47869,"NO"
2024-07-15,"NO","JUBILACION","M","LANCHA",41,"NO"
2024-07-15,"NO","JUBILACION","M","SUBTE",0,"NO"
2024-07-15,"NO","JUBILACION","M","TOTAL",47915,"NO"
2024-07-15,"NO","JUBILACION","M","TREN",13,"NO"
2024-07-15,"NO","JUBILACION","X","COLECTIVO",1,"NO"
2024-07-15,"NO","JUBILACION","X","LANCHA",0,"NO"
2024-07-15,"NO","JUBILACION","X","SUBTE",0,"NO"
2024-07-15,"NO","JUBILACION","X","TOTAL",1,"NO"
2024-07-15,"NO","JUBILACION","X","TREN",0,"NO"
2024-07-15,"NO","MONOTRIBUTO SOCIAL","F","COLECTIVO",12847,"NO"
2024-07-15,"NO","MONOTRIBUTO SOCIAL","F","LANCHA",15,"NO"
2024-07-15,"NO","MONOTRIBUTO SOCIAL","F","SUBTE",0,"NO"
2024-07-15,"NO","MONOTRIBUTO SOCIAL","F","TOTAL",12866,"NO"
2024-07-15,"NO","MONOTRIBUTO SOCIAL","F","TREN",6,"NO"
2024-07-15,"NO","MONOTRIBUTO SOCIAL","M","COLECTIVO",6129,"NO"
2024-07-15,"NO","MONOTRIBUTO SOCIAL","M","LANCHA",13,"NO"
2024-07-15,"NO","MONOTRIBUTO SOCIAL","M","SUBTE",0,"NO"
2024-07-15,"NO","MONOTRIBUTO SOCIAL","M","TOTAL",6143,"NO"
2024-07-15,"NO","MONOTRIBUTO SOCIAL","M","TREN",4,"NO"
2024-07-15,"NO","MONOTRIBUTO SOCIAL","X","COLECTIVO",1,"SI"
2024-07-15,"NO","MONOTRIBUTO SOCIAL","X","LANCHA",0,"SI"
2024-07-15,"NO","MONOTRIBUTO SOCIAL","X","SUBTE",0,"SI"
2024-07-15,"NO","MONOTRIBUTO SOCIAL","X","TOTAL",1,"SI"
2024-07-15,"NO","MONOTRIBUTO SOCIAL","X","TREN",0,"SI"
2024-07-15,"NO","OTRO","F","COLECTIVO",11019,"NO"
2024-07-15,"NO","OTRO","F","LANCHA",17,"NO"
2024-07-15,"NO","OTRO","F","SUBTE",0,"NO"
2024-07-15,"NO","OTRO","F","TOTAL",11038,"NO"
2024-07-15,"NO","OTRO","F","TREN",5,"NO"
2024-07-15,"NO","OTRO","M","COLECTIVO",5975,"NO"
2024-07-15,"NO","OTRO","M","LANCHA",12,"NO"
2024-07-15,"NO","OTRO","M","SUBTE",0,"NO"
2024-07-15,"NO","OTRO","M","TOTAL",5988,"NO"
2024-07-15,"NO","OTRO","M","TREN",3,"NO"
2024-07-15,"NO","OTRO","X","COLECTIVO",1,"NO"
2024-07-15,"NO","OTRO","X","LANCHA",0,"NO"
2024-07-15,"NO","OTRO","X","SUBTE",0,"NO"
2024-07-15,"NO","OTRO","X","TOTAL",1,"NO"
2024-07-15,"NO","OTRO","X","TREN",0,"NO"
2024-07-15,"NO","PENSION","F","COLECTIVO",44528,"NO"
2024-07-15,"NO","PENSION","F","LANCHA",20,"NO"
2024-07-15,"NO","PENSION","F","SUBTE",0,"NO"
2024-07-15,"NO","PENSION","F","TOTAL",44551,"NO"
2024-07-15,"NO","PENSION","F","TREN",8,"NO"
2024-07-15,"NO","PENSION","M","COLECTIVO",24552,"NO"
2024-07-15,"NO","PENSION","M","LANCHA",19,"NO"
2024-07-15,"NO","PENSION","M","SUBTE",0,"NO"
2024-07-15,"NO","PENSION","M","TOTAL",24576,"NO"
2024-07-15,"NO","PENSION","M","TREN",10,"NO"
2024-07-15,"NO","PENSION","X","COLECTIVO",1,"NO"
2024-07-15,"NO","PENSION","X","LANCHA",0,"NO"
2024-07-15,"NO","PENSION","X","SUBTE",0,"NO"
2024-07-15,"NO","PENSION","X","TOTAL",1,"NO"
2024-07-15,"NO","PENSION","X","TREN",0,"NO"
2024-07-15,"NO","PERSONAL DEL TRABAJO DOMÉSTICO","F","COLECTIVO",36912,"NO"
2024-07-15,"NO","PERSONAL DEL TRABAJO DOMÉSTICO","F","LANCHA",31,"NO"
2024-07-15,"NO","PERSONAL DEL TRABAJO DOMÉSTICO","F","SUBTE",0,"NO"
2024-07-15,"NO","PERSONAL DEL TRABAJO DOMÉSTICO","F","TOTAL",36945,"NO"
2024-07-15,"NO","PERSONAL DEL TRABAJO DOMÉSTICO","F","TREN",7,"NO"
2024-07-15,"NO","PERSONAL DEL TRABAJO DOMÉSTICO","M","COLECTIVO",299,"NO"
2024-07-15,"NO","PERSONAL DEL TRABAJO DOMÉSTICO","M","LANCHA",13,"NO"
2024-07-15,"NO","PERSONAL DEL TRABAJO DOMÉSTICO","M","SUBTE",0,"NO"
2024-07-15,"NO","PERSONAL DEL TRABAJO DOMÉSTICO","M","TOTAL",312,"NO"
2024-07-15,"NO","PERSONAL DEL TRABAJO DOMÉSTICO","M","TREN",1,"NO"
2024-07-15,"NO","PROGRESAR","F","COLECTIVO",15900,"NO"
2024-07-15,"NO","PROGRESAR","F","LANCHA",9,"NO"
2024-07-15,"NO","PROGRESAR","F","SUBTE",0,"NO"
2024-07-15,"NO","PROGRESAR","F","TOTAL",15911,"NO"
2024-07-15,"NO","PROGRESAR","F","TREN",3,"NO"
2024-07-15,"NO","PROGRESAR","M","COLECTIVO",7718,"NO"
2024-07-15,"NO","PROGRESAR","M","LANCHA",2,"NO"
2024-07-15,"NO","PROGRESAR","M","SUBTE",0,"NO"
2024-07-15,"NO","PROGRESAR","M","TOTAL",7721,"NO"
2024-07-15,"NO","PROGRESAR","M","TREN",1,"NO"
2024-07-15,"NO","PROGRESAR","X","COLECTIVO",2,"NO"
2024-07-15,"NO","PROGRESAR","X","LANCHA",0,"NO"
2024-07-15,"NO","PROGRESAR","X","SUBTE",0,"NO"
2024-07-15,"NO","PROGRESAR","X","TOTAL",2,"NO"
2024-07-15,"NO","PROGRESAR","X","TREN",0,"NO"
2024-07-15,"SI",,,"COLECTIVO",212651,"NO"
2024-07-15,"SI",,,"LANCHA",0,"NO"
2024-07-15,"SI",,,"SUBTE",45168,"NO"
2024-07-15,"SI",,,"TOTAL",253090,"NO"
2024-07-15,"SI",,,"TREN",39904,"NO"
2024-07-15,"SI",,"F","COLECTIVO",853038,"NO"
2024-07-15,"SI",,"F","LANCHA",0,"NO"
2024-07-15,"SI",,"F","SUBTE",130164,"NO"
2024-07-15,"SI",,"F","TOTAL",932719,"NO"
2024-07-15,"SI",,"F","TREN",173282,"NO"
2024-07-15,"SI",,"M","COLECTIVO",771740,"NO"
2024-07-15,"SI",,"M","LANCHA",0,"NO"
2024-07-15,"SI",,"M","SUBTE",126401,"NO"
2024-07-15,"SI",,"M","TOTAL",857279,"NO"
2024-07-15,"SI",,"M","TREN",202203,"NO"
2024-07-15,"SI",,"X","COLECTIVO",71,"NO"
2024-07-15,"SI",,"X","LANCHA",0,"NO"
2024-07-15,"SI",,"X","SUBTE",25,"NO"
2024-07-15,"SI",,"X","TOTAL",86,"NO"
2024-07-15,"SI",,"X","TREN",12,"NO"
2024-07-15,"SI","AUH","F","COLECTIVO",210700,"NO"
2024-07-15,"SI","AUH","F","LANCHA",0,"NO"
2024-07-15,"SI","AUH","F","SUBTE",9369,"NO"
2024-07-15,"SI","AUH","F","TOTAL",215706,"NO"
2024-07-15,"SI","AUH","F","TREN",42996,"NO"
2024-07-15,"SI","AUH","M","COLECTIVO",6758,"NO"
2024-07-15,"SI","AUH","M","LANCHA",0,"NO"
2024-07-15,"SI","AUH","M","SUBTE",395,"NO"
2024-07-15,"SI","AUH","M","TOTAL",6967,"NO"
2024-07-15,"SI","AUH","M","TREN",1586,"NO"
2024-07-15,"SI","AUH","X","COLECTIVO",2,"NO"
2024-07-15,"SI","AUH","X","LANCHA",0,"NO"
2024-07-15,"SI","AUH","X","SUBTE",0,"NO"
2024-07-15,"SI","AUH","X","TOTAL",2,"NO"
2024-07-15,"SI","AUH","X","TREN",0,"NO"
2024-07-15,"SI","JUBILACION","F","COLECTIVO",267079,"NO"
2024-07-15,"SI","JUBILACION","F","LANCHA",0,"NO"
2024-07-15,"SI","JUBILACION","F","SUBTE",18466,"NO"
2024-07-15,"SI","JUBILACION","F","TOTAL",277300,"NO"
2024-07-15,"SI","JUBILACION","F","TREN",33491,"NO"
2024-07-15,"SI","JUBILACION","M","COLECTIVO",118417,"NO"
2024-07-15,"SI","JUBILACION","M","LANCHA",0,"NO"
2024-07-15,"SI","JUBILACION","M","SUBTE",10146,"NO"
2024-07-15,"SI","JUBILACION","M","TOTAL",124303,"NO"
2024-07-15,"SI","JUBILACION","M","TREN",17634,"NO"
2024-07-15,"SI","JUBILACION","X","COLECTIVO",2,"NO"
2024-07-15,"SI","JUBILACION","X","LANCHA",0,"NO"
2024-07-15,"SI","JUBILACION","X","SUBTE",0,"NO"
2024-07-15,"SI","JUBILACION","X","TOTAL",2,"NO"
2024-07-15,"SI","JUBILACION","X","TREN",2,"NO"
2024-07-15,"SI","MONOTRIBUTO SOCIAL","F","COLECTIVO",52528,"NO"
2024-07-15,"SI","MONOTRIBUTO SOCIAL","F","LANCHA",0,"NO"
2024-07-15,"SI","MONOTRIBUTO SOCIAL","F","SUBTE",3236,"NO"
2024-07-15,"SI","MONOTRIBUTO SOCIAL","F","TOTAL",53993,"NO"
2024-07-15,"SI","MONOTRIBUTO SOCIAL","F","TREN",11235,"NO"
2024-07-15,"SI","MONOTRIBUTO SOCIAL","M","COLECTIVO",31300,"NO"
2024-07-15,"SI","MONOTRIBUTO SOCIAL","M","LANCHA",0,"NO"
2024-07-15,"SI","MONOTRIBUTO SOCIAL","M","SUBTE",2149,"NO"
2024-07-15,"SI","MONOTRIBUTO SOCIAL","M","TOTAL",32490,"NO"
2024-07-15,"SI","MONOTRIBUTO SOCIAL","M","TREN",7522,"NO"
2024-07-15,"SI","MONOTRIBUTO SOCIAL","X","COLECTIVO",1,"NO"
2024-07-15,"SI","MONOTRIBUTO SOCIAL","X","LANCHA",0,"NO"
2024-07-15,"SI","MONOTRIBUTO SOCIAL","X","SUBTE",0,"NO"
2024-07-15,"SI","MONOTRIBUTO SOCIAL","X","TOTAL",1,"NO"
2024-07-15,"SI","MONOTRIBUTO SOCIAL","X","TREN",0,"NO"
2024-07-15,"SI","OTRO","F","COLECTIVO",34997,"NO"
2024-07-15,"SI","OTRO","F","LANCHA",0,"NO"
2024-07-15,"SI","OTRO","F","SUBTE",2068,"NO"
2024-07-15,"SI","OTRO","F","TOTAL",36021,"NO"
2024-07-15,"SI","OTRO","F","TREN",6982,"NO"
2024-07-15,"SI","OTRO","M","COLECTIVO",23876,"NO"
2024-07-15,"SI","OTRO","M","LANCHA",0,"NO"
2024-07-15,"SI","OTRO","M","SUBTE",1597,"NO"
2024-07-15,"SI","OTRO","M","TOTAL",24764,"NO"
2024-07-15,"SI","OTRO","M","TREN",5389,"NO"
2024-07-15,"SI","OTRO","X","COLECTIVO",2,"NO"
2024-07-15,"SI","OTRO","X","LANCHA",0,"NO"
2024-07-15,"SI","OTRO","X","SUBTE",0,"NO"
2024-07-15,"SI","OTRO","X","TOTAL",3,"NO"
2024-07-15,"SI","OTRO","X","TREN",3,"NO"
2024-07-15,"SI","PENSION","F","COLECTIVO",73058,"NO"
2024-07-15,"SI","PENSION","F","LANCHA",0,"NO"
2024-07-15,"SI","PENSION","F","SUBTE",4356,"NO"
2024-07-15,"SI","PENSION","F","TOTAL",75236,"NO"
2024-07-15,"SI","PENSION","F","TREN",13937,"NO"
2024-07-15,"SI","PENSION","M","COLECTIVO",34915,"NO"
2024-07-15,"SI","PENSION","M","LANCHA",0,"NO"
2024-07-15,"SI","PENSION","M","SUBTE",2230,"NO"
2024-07-15,"SI","PENSION","M","TOTAL",36212,"NO"
2024-07-15,"SI","PENSION","M","TREN",7065,"NO"
2024-07-15,"SI","PERSONAL DEL TRABAJO DOMÉSTICO","F","COLECTIVO",118799,"NO"
2024-07-15,"SI","PERSONAL DEL TRABAJO DOMÉSTICO","F","LANCHA",0,"NO"
2024-07-15,"SI","PERSONAL DEL TRABAJO DOMÉSTICO","F","SUBTE",9296,"NO"
2024-07-15,"SI","PERSONAL DEL TRABAJO DOMÉSTICO","F","TOTAL",121731,"NO"
2024-07-15,"SI","PERSONAL DEL TRABAJO DOMÉSTICO","F","TREN",31053,"NO"
2024-07-15,"SI","PERSONAL DEL TRABAJO DOMÉSTICO","M","COLECTIVO",1192,"NO"
2024-07-15,"SI","PERSONAL DEL TRABAJO DOMÉSTICO","M","LANCHA",0,"NO"
2024-07-15,"SI","PERSONAL DEL TRABAJO DOMÉSTICO","M","SUBTE",121,"NO"
2024-07-15,"SI","PERSONAL DEL TRABAJO DOMÉSTICO","M","TOTAL",1240,"NO"
2024-07-15,"SI","PERSONAL DEL TRABAJO DOMÉSTICO","M","TREN",354,"NO"
2024-07-15,"SI","PERSONAL DEL TRABAJO DOMÉSTICO","X","COLECTIVO",1,"NO"
2024-07-15,"SI","PERSONAL DEL TRABAJO DOMÉSTICO","X","LANCHA",0,"NO"
2024-07-15,"SI","PERSONAL DEL TRABAJO DOMÉSTICO","X","SUBTE",0,"NO"
2024-07-15,"SI","PERSONAL DEL TRABAJO DOMÉSTICO","X","TOTAL",1,"NO"
2024-07-15,"SI","PERSONAL DEL TRABAJO DOMÉSTICO","X","TREN",1,"NO"
2024-07-15,"SI","PROGRESAR","F","COLECTIVO",36789,"NO"
2024-07-15,"SI","PROGRESAR","F","LANCHA",0,"NO"
2024-07-15,"SI","PROGRESAR","F","SUBTE",2528,"NO"
2024-07-15,"SI","PROGRESAR","F","TOTAL",38114,"NO"
2024-07-15,"SI","PROGRESAR","F","TREN",7543,"NO"
2024-07-15,"SI","PROGRESAR","M","COLECTIVO",15277,"NO"
2024-07-15,"SI","PROGRESAR","M","LANCHA",0,"NO"
2024-07-15,"SI","PROGRESAR","M","SUBTE",1110,"NO"
2024-07-15,"SI","PROGRESAR","M","TOTAL",15941,"NO"
2024-07-15,"SI","PROGRESAR","M","TREN",3248,"NO"
2024-07-15,"SI","PROGRESAR","X","COLECTIVO",2,"NO"
2024-07-15,"SI","PROGRESAR","X","LANCHA",0,"NO"
2024-07-15,"SI","PROGRESAR","X","SUBTE",0,"NO"
2024-07-15,"SI","PROGRESAR","X","TOTAL",2,"NO"
2024-07-15,"SI","PROGRESAR","X","TREN",0,"NO"
2024-07-16,"NO",,,"COLECTIVO",148068,"NO"
2024-07-16,"NO",,,"LANCHA",9,"NO"
2024-07-16,"NO",,,"SUBTE",0,"NO"
2024-07-16,"NO",,,"TOTAL",148198,"NO"
2024-07-16,"NO",,,"TREN",203,"NO"
2024-07-16,"NO",,"F","COLECTIVO",229935,"NO"
2024-07-16,"NO",,"F","LANCHA",347,"NO"
2024-07-16,"NO",,"F","SUBTE",0,"NO"
2024-07-16,"NO",,"F","TOTAL",230427,"NO"
2024-07-16,"NO",,"F","TREN",246,"NO"
2024-07-16,"NO",,"M","COLECTIVO",156397,"NO"
2024-07-16,"NO",,"M","LANCHA",332,"NO"
2024-07-16,"NO",,"M","SUBTE",0,"NO"
2024-07-16,"NO",,"M","TOTAL",156858,"NO"
2024-07-16,"NO",,"M","TREN",218,"NO"
2024-07-16,"NO",,"X","COLECTIVO",32,"NO"
2024-07-16,"NO",,"X","LANCHA",0,"NO"
2024-07-16,"NO",,"X","SUBTE",0,"NO"
2024-07-16,"NO",,"X","TOTAL",32,"NO"
2024-07-16,"NO",,"X","TREN",0,"NO"
2024-07-16,"NO","AUH","F","COLECTIVO",81132,"NO"
2024-07-16,"NO","AUH","F","LANCHA",103,"NO"
2024-07-16,"NO","AUH","F","SUBTE",0,"NO"
2024-07-16,"NO","AUH","F","TOTAL",81240,"NO"
2024-07-16,"NO","AUH","F","TREN",18,"NO"
2024-07-16,"NO","AUH","M","COLECTIVO",1681,"NO"
2024-07-16,"NO","AUH","M","LANCHA",3,"NO"
2024-07-16,"NO","AUH","M","SUBTE",0,"NO"
2024-07-16,"NO","AUH","M","TOTAL",1685,"NO"
2024-07-16,"NO","AUH","M","TREN",2,"NO"
2024-07-16,"NO","JUBILACION","F","COLECTIVO",111904,"NO"
2024-07-16,"NO","JUBILACION","F","LANCHA",84,"NO"
2024-07-16,"NO","JUBILACION","F","SUBTE",0,"NO"
2024-07-16,"NO","JUBILACION","F","TOTAL",112022,"NO"
